period,ratio,title
2023-04-01,6.79071,MAX
2023-04-02,6.63229,MAX
2023-04-03,35.66131,MAX
2023-04-04,43.14305,MAX
2023-04-05,42.50938,MAX
2023-04-06,37.65926,MAX
2023-04-07,31.54523,MAX
2023-04-08,6.46841,MAX
2023-04-09,6.37282,MAX
2023-04-10,42.04506,MAX
2023-04-11,52.31751,MAX
2023-04-12,68.35506,MAX
2023-04-13,59.3636,MAX
2023-04-14,47.64834,MAX
2023-04-15,9.18197,MAX
2023-04-16,8.62205,MAX
2023-04-17,38.68897,MAX
2023-04-18,34.54626,MAX
2023-04-19,34.49573,MAX
2023-04-20,35.54455,MAX
2023-04-21,35.60259,MAX
2023-04-22,9.5029,MAX
2023-04-23,7.33356,MAX
2023-04-24,33.32058,MAX
2023-04-25,33.32946,MAX
2023-04-26,30.02458,MAX
2023-04-27,28.64936,MAX
2023-04-28,26.79685,MAX
2023-04-29,6.00477,MAX
2023-04-30,4.93615,MAX
2023-05-01,11.51314,MAX
2023-05-02,39.05291,MAX
2023-05-03,55.76715,MAX
2023-05-04,37.38545,MAX
2023-05-05,10.62615,MAX
2023-05-06,6.89177,MAX
2023-05-07,6.37828,MAX
2023-05-08,41.1171,MAX
2023-05-09,53.09798,MAX
2023-05-10,33.23864,MAX
2023-05-11,29.40184,MAX
2023-05-12,27.63741,MAX
2023-05-13,6.54216,MAX
2023-05-14,5.78012,MAX
2023-05-15,30.6398,MAX
2023-05-16,29.12188,MAX
2023-05-17,30.68419,MAX
2023-05-18,28.80778,MAX
2023-05-19,29.6736,MAX
2023-05-20,6.56469,MAX
2023-05-21,6.41993,MAX
2023-05-22,37.81768,MAX
2023-05-23,35.19699,MAX
2023-05-24,39.35268,MAX
2023-05-25,32.21987,MAX
2023-05-26,28.8426,MAX
2023-05-27,5.73369,MAX
2023-05-28,4.99214,MAX
2023-05-29,7.51041,MAX
2023-05-30,29.75145,MAX
2023-05-31,27.32741,MAX
2023-06-01,32.04711,MAX
2023-06-02,27.95629,MAX
2023-06-03,5.52406,MAX
2023-06-04,4.80846,MAX
2023-06-05,25.49061,MAX
2023-06-06,6.44178,MAX
2023-06-07,25.98019,MAX
2023-06-08,24.44247,MAX
2023-06-09,26.14202,MAX
2023-06-10,6.41447,MAX
2023-06-11,7.65244,MAX
2023-06-12,24.65824,MAX
2023-06-13,34.48685,MAX
2023-06-14,24.87538,MAX
2023-06-15,25.7931,MAX
2023-06-16,25.52338,MAX
2023-06-17,4.63639,MAX
2023-06-18,5.0495,MAX
2023-06-19,24.00887,MAX
2023-06-20,22.80778,MAX
2023-06-21,23.37794,MAX
2023-06-22,26.80573,MAX
2023-06-23,25.31717,MAX
2023-06-24,7.17446,MAX
2023-06-25,5.10891,MAX
2023-06-26,24.71833,MAX
2023-06-27,100.0,MAX
2023-06-28,40.4493,MAX
2023-06-29,28.15636,MAX
2023-06-30,26.12495,MAX
2023-01-01,15.90303,NCT
2023-01-02,6.54216,NCT
2023-01-03,5.99453,NCT
2023-01-04,6.02389,NCT
2023-01-05,5.99317,NCT
2023-01-06,6.58859,NCT
2023-01-07,8.35643,NCT
2023-01-08,7.35404,NCT
2023-01-09,6.68692,NCT
2023-01-10,6.34277,NCT
2023-01-11,6.40423,NCT
2023-01-12,7.27005,NCT
2023-01-13,6.88562,NCT
2023-01-14,6.53806,NCT
2023-01-15,6.6917,NCT
2023-01-16,6.18572,NCT
2023-01-17,6.29771,NCT
2023-01-18,6.20211,NCT
2023-01-19,7.75554,NCT
2023-01-20,6.91908,NCT
2023-01-21,6.17275,NCT
2023-01-22,6.27108,NCT
2023-01-23,5.93171,NCT
2023-01-24,6.53943,NCT
2023-01-25,6.42744,NCT
2023-01-26,6.65278,NCT
2023-01-27,6.78251,NCT
2023-01-28,6.58245,NCT
2023-01-29,7.30351,NCT
2023-01-30,7.90167,NCT
2023-01-31,7.32673,NCT
2023-02-01,7.38204,NCT
2023-02-02,7.20996,NCT
2023-02-03,7.23933,NCT
2023-02-04,7.58006,NCT
2023-02-05,7.52611,NCT
2023-02-06,7.85865,NCT
2023-02-07,6.38306,NCT
2023-02-08,6.31956,NCT
2023-02-09,6.51075,NCT
2023-02-10,9.62581,NCT
2023-02-11,7.95015,NCT
2023-02-12,7.49061,NCT
2023-02-13,7.49129,NCT
2023-02-14,6.6958,NCT
2023-02-15,6.75862,NCT
2023-02-16,6.29907,NCT
2023-02-17,6.15158,NCT
2023-02-18,6.5606,NCT
2023-02-19,6.41584,NCT
2023-02-20,6.37145,NCT
2023-02-21,5.76579,NCT
2023-02-22,5.64288,NCT
2023-02-23,5.89689,NCT
2023-02-24,7.60054,NCT
2023-02-25,8.91089,NCT
2023-02-26,6.79412,NCT
2023-02-27,6.80846,NCT
2023-02-28,5.86616,NCT
2023-03-01,5.27415,NCT
2023-03-02,4.17275,NCT
2023-03-03,4.08125,NCT
2023-03-04,5.22157,NCT
2023-03-05,5.0099,NCT
2023-03-06,4.49641,NCT
2023-03-07,4.04916,NCT
2023-03-08,3.70911,NCT
2023-03-09,4.17753,NCT
2023-03-10,3.63946,NCT
2023-03-11,4.21782,NCT
2023-03-12,4.35916,NCT
2023-03-13,3.85592,NCT
2023-03-14,3.53499,NCT
2023-03-15,3.67702,NCT
2023-03-16,3.66268,NCT
2023-03-17,3.58279,NCT
2023-03-18,4.20416,NCT
2023-03-19,4.36531,NCT
2023-03-20,3.7494,NCT
2023-03-21,3.61898,NCT
2023-03-22,3.66678,NCT
2023-03-23,3.88596,NCT
2023-03-24,3.7733,NCT
2023-03-25,4.04984,NCT
2023-03-26,4.37282,NCT
2023-03-27,4.1987,NCT
2023-03-28,3.68248,NCT
2023-03-29,3.37384,NCT
2023-03-30,3.70023,NCT
2023-03-31,3.37453,NCT
2023-04-01,3.65312,NCT
2023-04-02,3.81631,NCT
2023-04-03,3.5384,NCT
2023-04-04,3.64902,NCT
2023-04-05,3.57391,NCT
2023-04-06,3.43393,NCT
2023-04-07,3.52133,NCT
2023-04-08,4.05052,NCT
2023-04-09,4.72857,NCT
2023-04-10,3.49129,NCT
2023-04-11,3.479,NCT
2023-04-12,3.43325,NCT
2023-04-13,3.41276,NCT
2023-04-14,3.34858,NCT
2023-04-15,3.59644,NCT
2023-04-16,4.29361,NCT
2023-04-17,4.35302,NCT
2023-04-18,4.13997,NCT
2023-04-19,3.86548,NCT
2023-04-20,4.46022,NCT
2023-04-21,3.93649,NCT
2023-04-22,4.22874,NCT
2023-04-23,4.51758,NCT
2023-04-24,3.84363,NCT
2023-04-25,3.37726,NCT
2023-04-26,3.7651,NCT
2023-04-27,3.57733,NCT
2023-04-28,3.86616,NCT
2023-04-29,4.43496,NCT
2023-04-30,4.29293,NCT
2023-05-01,3.50495,NCT
2023-05-02,3.4155,NCT
2023-05-03,3.95629,NCT
2023-05-04,4.11198,NCT
2023-05-05,4.47046,NCT
2023-05-06,4.47388,NCT
2023-05-07,4.3339,NCT
2023-05-08,3.81495,NCT
2023-05-09,4.64185,NCT
2023-05-10,7.29395,NCT
2023-05-11,5.479,NCT
2023-05-12,3.88255,NCT
2023-05-13,3.70979,NCT
2023-05-14,3.95015,NCT
2023-05-15,3.90099,NCT
2023-05-16,3.36497,NCT
2023-05-17,3.47832,NCT
2023-05-18,3.23933,NCT
2023-05-19,3.30488,NCT
2023-05-20,3.47558,NCT
2023-05-21,3.43871,NCT
2023-05-22,3.26732,NCT
2023-05-23,3.63605,NCT
2023-05-24,12.1031,NCT
2023-05-25,6.51894,NCT
2023-05-26,4.1113,NCT
2023-05-27,3.81085,NCT
2023-05-28,3.86889,NCT
2023-05-29,3.88323,NCT
2023-05-30,3.52133,NCT
2023-05-31,3.30761,NCT
2023-06-01,4.47046,NCT
2023-06-02,4.57289,NCT
2023-06-03,4.76818,NCT
2023-06-04,4.00273,NCT
2023-06-05,3.99044,NCT
2023-06-06,4.12427,NCT
2023-06-07,4.76203,NCT
2023-06-08,3.40798,NCT
2023-06-09,3.17992,NCT
2023-06-10,3.53636,NCT
2023-06-11,3.55821,NCT
2023-06-12,3.96244,NCT
2023-06-13,3.75008,NCT
2023-06-14,3.46398,NCT
2023-06-15,3.05496,NCT
2023-06-16,3.69887,NCT
2023-06-17,3.63537,NCT
2023-06-18,3.38818,NCT
2023-06-19,3.50153,NCT
2023-06-20,3.3199,NCT
2023-06-21,3.16695,NCT
2023-06-22,3.73711,NCT
2023-06-23,3.48514,NCT
2023-06-24,3.29668,NCT
2023-06-25,3.59098,NCT
2023-06-26,3.31785,NCT
2023-06-27,3.21952,NCT
2023-06-28,3.01877,NCT
2023-06-29,2.85831,NCT
2023-06-30,3.48514,NCT
2023-01-01,6.31888,AP
2023-01-02,4.2581,AP
2023-01-03,4.15227,AP
2023-01-04,3.92693,AP
2023-01-05,4.08193,AP
2023-01-06,3.72482,AP
2023-01-07,4.40081,AP
2023-01-08,4.20689,AP
2023-01-09,3.5623,AP
2023-01-10,3.68453,AP
2023-01-11,3.78422,AP
2023-01-12,3.96039,AP
2023-01-13,4.14339,AP
2023-01-14,4.77637,AP
2023-01-15,4.51621,AP
2023-01-16,4.19801,AP
2023-01-17,4.1311,AP
2023-01-18,5.37316,AP
2023-01-19,5.17036,AP
2023-01-20,6.57016,AP
2023-01-21,4.8187,AP
2023-01-22,4.24718,AP
2023-01-23,3.90918,AP
2023-01-24,4.5128,AP
2023-01-25,4.38374,AP
2023-01-26,4.12154,AP
2023-01-27,4.09013,AP
2023-01-28,4.09149,AP
2023-01-29,5.24957,AP
2023-01-30,4.69648,AP
2023-01-31,3.90576,AP
2023-02-01,3.48651,AP
2023-02-02,3.19562,AP
2023-02-03,3.56162,AP
2023-02-04,4.02185,AP
2023-02-05,3.89484,AP
2023-02-06,3.67292,AP
2023-02-07,3.75896,AP
2023-02-08,3.54592,AP
2023-02-09,3.40798,AP
2023-02-10,6.83031,AP
2023-02-11,4.81529,AP
2023-02-12,3.8525,AP
2023-02-13,3.79242,AP
2023-02-14,3.99658,AP
2023-02-15,3.88323,AP
2023-02-16,7.59508,AP
2023-02-17,6.07306,AP
2023-02-18,6.54831,AP
2023-02-19,5.79105,AP
2023-02-20,5.3875,AP
2023-02-21,5.15056,AP
2023-02-22,5.30488,AP
2023-02-23,4.67395,AP
2023-02-24,4.81461,AP
2023-02-25,6.27722,AP
2023-02-26,7.88733,AP
2023-02-27,6.41789,AP
2023-02-28,4.68282,AP
2023-03-01,4.46022,AP
2023-03-02,4.34004,AP
2023-03-03,3.44622,AP
2023-03-04,3.91874,AP
2023-03-05,3.92488,AP
2023-03-06,3.07135,AP
2023-03-07,3.23796,AP
2023-03-08,3.24342,AP
2023-03-09,3.52953,AP
2023-03-10,3.10276,AP
2023-03-11,3.30556,AP
2023-03-12,3.49743,AP
2023-03-13,2.87196,AP
2023-03-14,3.82246,AP
2023-03-15,3.01263,AP
2023-03-16,4.66575,AP
2023-03-17,3.51451,AP
2023-03-18,3.62581,AP
2023-03-19,3.52133,AP
2023-03-20,3.48378,AP
2023-03-21,2.93752,AP
2023-03-22,2.77364,AP
2023-03-23,2.7395,AP
2023-03-24,3.79515,AP
2023-03-25,3.81153,AP
2023-03-26,4.43974,AP
2023-03-27,3.47832,AP
2023-03-28,3.29327,AP
2023-03-29,3.02902,AP
2023-03-30,2.83578,AP
2023-03-31,4.04711,AP
2023-04-01,3.64219,AP
2023-04-02,3.9481,AP
2023-04-03,3.48992,AP
2023-04-04,3.53772,AP
2023-04-05,3.41891,AP
2023-04-06,3.27961,AP
2023-04-07,3.25708,AP
2023-04-08,3.2127,AP
2023-04-09,3.48241,AP
2023-04-10,3.40116,AP
2023-04-11,3.69272,AP
2023-04-12,3.74257,AP
2023-04-13,3.34038,AP
2023-04-14,4.24581,AP
2023-04-15,4.19665,AP
2023-04-16,4.05257,AP
2023-04-17,5.51587,AP
2023-04-18,4.71423,AP
2023-04-19,4.30727,AP
2023-04-20,3.79856,AP
2023-04-21,3.56845,AP
2023-04-22,3.75827,AP
2023-04-23,3.6381,AP
2023-04-24,4.31136,AP
2023-04-25,3.79993,AP
2023-04-26,3.70775,AP
2023-04-27,4.55104,AP
2023-04-28,4.02253,AP
2023-04-29,4.38579,AP
2023-04-30,4.47729,AP
2023-05-01,4.90406,AP
2023-05-02,9.1212,AP
2023-05-03,8.48344,AP
2023-05-04,6.50665,AP
2023-05-05,6.71218,AP
2023-05-06,6.62956,AP
2023-05-07,7.19699,AP
2023-05-08,25.60191,AP
2023-05-09,21.98361,AP
2023-05-10,14.71765,AP
2023-05-11,13.70911,AP
2023-05-12,17.16763,AP
2023-05-13,17.37931,AP
2023-05-14,14.73199,AP
2023-05-15,11.2762,AP
2023-05-16,10.76476,AP
2023-05-17,9.70843,AP
2023-05-18,14.02389,AP
2023-05-19,15.9003,AP
2023-05-20,16.89996,AP
2023-05-21,15.16968,AP
2023-05-22,18.22465,AP
2023-05-23,13.8368,AP
2023-05-24,11.68453,AP
2023-05-25,12.98736,AP
2023-05-26,11.10959,AP
2023-05-27,10.58245,AP
2023-05-28,9.89552,AP
2023-05-29,8.22191,AP
2023-05-30,6.51416,AP
2023-05-31,5.79173,AP
2023-06-01,6.95049,AP
2023-06-02,6.48685,AP
2023-06-03,7.49607,AP
2023-06-04,6.82485,AP
2023-06-05,5.87299,AP
2023-06-06,6.02594,AP
2023-06-07,7.61147,AP
2023-06-08,6.82348,AP
2023-06-09,8.74428,AP
2023-06-10,23.04267,AP
2023-06-11,15.20177,AP
2023-06-12,9.04404,AP
2023-06-13,6.27449,AP
2023-06-14,6.46295,AP
2023-06-15,7.27074,AP
2023-06-16,6.61113,AP
2023-06-17,8.34141,AP
2023-06-18,6.56264,AP
2023-06-19,5.50563,AP
2023-06-20,6.7552,AP
2023-06-21,7.26596,AP
2023-06-22,5.03448,AP
2023-06-23,5.81905,AP
2023-06-24,6.71696,AP
2023-06-25,7.56299,AP
2023-06-26,5.83065,AP
2023-06-27,4.86377,AP
2023-06-28,4.55377,AP
2023-06-29,4.03345,AP
2023-06-30,4.19733,AP
2023-01-01,2.61932,BA
2023-01-02,1.55616,BA
2023-01-03,1.4155,BA
2023-01-04,1.4073,BA
2023-01-05,1.43393,BA
2023-01-06,1.27483,BA
2023-01-07,1.40935,BA
2023-01-08,1.34107,BA
2023-01-09,1.41823,BA
2023-01-10,1.39911,BA
2023-01-11,1.37043,BA
2023-01-12,1.36906,BA
2023-01-13,1.48378,BA
2023-01-14,1.34448,BA
2023-01-15,1.31171,BA
2023-01-16,1.6381,BA
2023-01-17,1.66678,BA
2023-01-18,1.80539,BA
2023-01-19,4.56606,BA
2023-01-20,2.36462,BA
2023-01-21,3.88869,BA
2023-01-22,2.00819,BA
2023-01-23,2.26835,BA
2023-01-24,2.1789,BA
2023-01-25,1.77876,BA
2023-01-26,1.63468,BA
2023-01-27,1.73574,BA
2023-01-28,1.86275,BA
2023-01-29,1.71116,BA
2023-01-30,1.48719,BA
2023-01-31,1.45783,BA
2023-02-01,1.46466,BA
2023-02-02,1.43871,BA
2023-02-03,1.47012,BA
2023-02-04,1.5821,BA
2023-02-05,1.63059,BA
2023-02-06,1.46534,BA
2023-02-07,1.99726,BA
2023-02-08,2.18572,BA
2023-02-09,1.69409,BA
2023-02-10,2.79959,BA
2023-02-11,2.20348,BA
2023-02-12,1.72413,BA
2023-02-13,1.64629,BA
2023-02-14,1.90508,BA
2023-02-15,1.7214,BA
2023-02-16,2.17616,BA
2023-02-17,1.83748,BA
2023-02-18,1.72413,BA
2023-02-19,2.11744,BA
2023-02-20,1.60464,BA
2023-02-21,1.55138,BA
2023-02-22,1.46398,BA
2023-02-23,1.56435,BA
2023-02-24,1.34516,BA
2023-02-25,1.34653,BA
2023-02-26,1.18402,BA
2023-02-27,1.07135,BA
2023-02-28,1.04882,BA
2023-03-01,1.10822,BA
2023-03-02,0.99692,BA
2023-03-03,0.97849,BA
2023-03-04,1.0536,BA
2023-03-05,1.05428,BA
2023-03-06,0.86923,BA
2023-03-07,1.06316,BA
2023-03-08,1.01672,BA
2023-03-09,0.94503,BA
2023-03-10,1.10208,BA
2023-03-11,1.79515,BA
2023-03-12,3.38409,BA
2023-03-13,2.60908,BA
2023-03-14,1.42505,BA
2023-03-15,1.62239,BA
2023-03-16,1.49197,BA
2023-03-17,1.70775,BA
2023-03-18,1.94878,BA
2023-03-19,1.5623,BA
2023-03-20,1.59303,BA
2023-03-21,1.40798,BA
2023-03-22,1.49129,BA
2023-03-23,1.32604,BA
2023-03-24,5.08228,BA
2023-03-25,3.65653,BA
2023-03-26,2.63298,BA
2023-03-27,2.21031,BA
2023-03-28,2.0,BA
2023-03-29,1.67224,BA
2023-03-30,1.99453,BA
2023-03-31,1.634,BA
2023-04-01,1.68658,BA
2023-04-02,1.72891,BA
2023-04-03,1.30624,BA
2023-04-04,1.20314,BA
2023-04-05,1.21201,BA
2023-04-06,1.10139,BA
2023-04-07,1.10276,BA
2023-04-08,1.02492,BA
2023-04-09,0.99624,BA
2023-04-10,0.92113,BA
2023-04-11,1.32058,BA
2023-04-12,1.73096,BA
2023-04-13,1.49607,BA
2023-04-14,1.43257,BA
2023-04-15,1.37862,BA
2023-04-16,1.28234,BA
2023-04-17,1.14646,BA
2023-04-18,1.296,BA
2023-04-19,1.24342,BA
2023-04-20,1.17855,BA
2023-04-21,1.31034,BA
2023-04-22,1.22157,BA
2023-04-23,1.2045,BA
2023-04-24,23.84363,BA
2023-04-25,22.86036,BA
2023-04-26,5.7972,BA
2023-04-27,3.13485,BA
2023-04-28,1.62922,BA
2023-04-29,1.86616,BA
2023-04-30,2.21577,BA
2023-05-01,1.54387,BA
2023-05-02,1.44759,BA
2023-05-03,1.63878,BA
2023-05-04,1.37111,BA
2023-05-05,1.50768,BA
2023-05-06,2.27927,BA
2023-05-07,1.65585,BA
2023-05-08,1.27347,BA
2023-05-09,1.12803,BA
2023-05-10,1.19016,BA
2023-05-11,1.42505,BA
2023-05-12,1.9044,BA
2023-05-13,2.3817,BA
2023-05-14,1.75691,BA
2023-05-15,1.49539,BA
2023-05-16,1.56981,BA
2023-05-17,1.35814,BA
2023-05-18,1.57937,BA
2023-05-19,3.35814,BA
2023-05-20,1.74257,BA
2023-05-21,3.90576,BA
2023-05-22,1.88869,BA
2023-05-23,3.69204,BA
2023-05-24,1.77808,BA
2023-05-25,7.60464,BA
2023-05-26,17.48105,BA
2023-05-27,11.03926,BA
2023-05-28,13.64697,BA
2023-05-29,5.05974,BA
2023-05-30,5.15739,BA
2023-05-31,4.80232,BA
2023-06-01,7.87094,BA
2023-06-02,11.50973,BA
2023-06-03,8.82348,BA
2023-06-04,9.39364,BA
2023-06-05,3.13349,BA
2023-06-06,8.5524,BA
2023-06-07,4.43222,BA
2023-06-08,5.75827,BA
2023-06-09,8.57016,BA
2023-06-10,6.89723,BA
2023-06-11,7.69409,BA
2023-06-12,3.76647,BA
2023-06-13,2.94503,BA
2023-06-14,2.60771,BA
2023-06-15,6.76271,BA
2023-06-16,6.97849,BA
2023-06-17,5.41754,BA
2023-06-18,5.42232,BA
2023-06-19,3.66473,BA
2023-06-20,2.9102,BA
2023-06-21,2.30112,BA
2023-06-22,4.77364,BA
2023-06-23,8.08262,BA
2023-06-24,6.65619,BA
2023-06-25,3.58484,BA
2023-06-26,5.12461,BA
2023-06-27,3.16217,BA
2023-06-28,2.46159,BA
2023-06-29,3.64902,BA
2023-06-30,4.7511,BA
2023-01-03,0.00409,MIN
2023-01-13,0.00477,MIN
2023-01-15,0.00546,MIN
2023-01-16,0.00477,MIN
2023-02-01,0.00409,MIN
2023-02-04,0.00341,MIN
2023-02-06,0.00409,MIN
2023-02-08,0.00477,MIN
2023-02-09,0.00887,MIN
2023-02-15,0.00341,MIN
2023-02-21,0.00409,MIN
2023-02-25,0.00409,MIN
2023-03-09,0.00341,MIN
2023-03-11,0.00477,MIN
2023-03-12,0.00341,MIN
2023-03-15,0.00409,MIN
2023-03-21,0.00477,MIN
2023-03-24,0.00409,MIN
2023-03-28,0.00341,MIN
2023-04-05,0.00819,MIN
2023-04-11,0.00682,MIN
2023-04-16,0.00546,MIN
2023-04-18,0.00477,MIN
2023-04-23,0.00341,MIN
2023-04-24,0.00682,MIN
2023-05-02,0.00341,MIN
2023-05-04,0.00477,MIN
2023-05-11,0.00341,MIN
2023-05-15,0.00341,MIN
2023-05-18,0.00409,MIN
2023-05-23,0.00341,MIN
2023-05-26,0.00341,MIN
2023-05-28,0.0157,MIN
2023-05-29,0.00682,MIN
2023-06-13,0.00341,MIN
2023-06-14,0.00409,MIN
2023-06-15,0.00409,MIN
2023-06-19,0.00341,MIN
2023-06-20,0.00341,MIN
2023-06-21,0.00477,MIN
2023-06-22,0.01024,MIN
2023-06-27,0.00409,MIN
2023-06-28,0.00341,MIN
2023-06-30,0.00409,MIN
